"id","object","sdh_knuckle_joint","sdh_finger_12_joint","sdh_finger_13_joint","sdh_finger_22_joint","sdh_finger_23_joint","sdh_thumb_2_joint","sdh_thumb_3_joint","direction","qw","qx","qy","qz","pos-x","pos-y","pos-z","eps_l1","vol_l1","indicee"
"204","fanta-small","0.0","-0.485796307856","1.28700002201","-0.462796310024","1.25000002026","-0.145796304746","0.970000016736","SIDE","0.433590267132","0.00571475129704","0.901092016315","7.70053865563e-18","-125.181196206","110.604831596","99.1888674608","0.010584487","0.000054653","777"
"205","fanta-small","0.755","-0.607796310392","0.522000008496","-0.341796307536","1.30500001961","-0.153796305126","0.878000015626","SIDE","5.27167316323e-17","0.365151807763","-0.13311284011","0.92138218405","-110.081013067","189.592779673","-112.672509858","0.012453110","0.000050981","779"
"206","fanta-small","0.0","-0.931796316002","1.57079632679","-0.752796314019","1.57079632679","-0.224796305239","1.57079632679","SIDE","0.922048688186","0.133867392089","0.363188295447","-1.35459322128e-16","-92.0325202983","181.71389026","-94.0016056528","0.000341641","0.000002364","780"
"207","fanta-small","0.0","-0.914796315194","1.57079632679","-0.736796313259","1.57079632679","-0.250796306473","1.57079632679","SIDE","0.922048688186","0.133867392089","0.363188295447","-1.35459322128e-16","-91.3206140201","181.639830904","-94.2801630464","0.000039893","0.000002374","781"
"208","fanta-small","0.755","-0.553796311086","1.57079632679","-0.748796313829","0.759000013233","-0.0187963019733","0.793000014848","SIDE","0.983118090386","0.111025542145","-0.145437785141","-1.94096298526e-16","35.5726274071","184.324242785","-149.93559007","0.012370758","0.000043281","782"
"209","fanta-small","0.755","-0.707796311882","0.956000016071","-0.761796314446","1.57079632679","-0.00479630130833","0.720000011381","SIDE","2.38568621071e-16","-0.202507499005","-0.0979964481888","0.974365131247","69.4769137162","180.942905324","-138.334013091","0.003570978","0.000028346","785"
"210","fanta-small","0.755","-0.0527963035882","1.21528243252e-15","-0.130796304033","0.11200000206","-0.127796303891","0.0730000034673","TOP","0.490466695718","0.483546966845","0.533916820899","-0.490466695718","-5.51325121194","332.588484851","3.50810580676","0.007111722","0.000008547","793"
"211","fanta-small","0.755","-0.982796315165","1.57079632679","-0.178796303054","1.40900002129","-0.881796313627","0.573000010918","SIDE","-0.488396638846","0.270122877026","0.670798835446","-0.488396638846","125.99599434","220.030569198","4.8316913412","0.008032594","0.000039542","795"
"212","fanta-small","0.0","-1.0677963192","1.57079632679","-1.10379631765","1.57079632679","-0.00879630149832","1.4260000221","SIDE","2.38568621071e-16","-0.202507499005","-0.0979964481888","0.974365131247","60.6331996389","176.663298037","-118.19246956","0.006032369","0.000008816","797"
"213","fanta-small","0.0","-1.57079632679","1.57079632679","-0.360796308439","1.47400002438","-0.275796304401","1.53679632844","SIDE","0.719676072056","0.270396456426","0.639493633793","-1.15700285281e-16","-124.926929145","241.501520008","-4.37416785398","0.000241316","0.000022617","798"
"214","fanta-small","0.0","-0.464796310119","1.27900002163","-0.483796307761","1.25900002068","-0.152796305078","1.00600001519","SIDE","-1.71141723475e-17","0.704428654202","0.0185382588209","0.709532665984","-159.490454551","106.638240633","-1.11772336464","0.011908913","0.000043457","799"
"215","fanta-small","0.0","-0.592796309679","1.57079632679","-0.826796314274","1.57079632679","-0.274796304354","1.57079632679","SIDE","0.1349400574","0.988261292493","0.0716295935299","-1.52713602725e-16","-2.6064228735","184.364359093","131.874026687","0.000565917","0.000006647","800"
"216","fanta-small","0.0","-0.081796301706","1.51579632744","-1.42479632312","1.57079632679","-1.10079631751","8.75192023148e-16","SIDE","0.145461355918","0.730190206319","0.65153990704","-0.145461355918","1.89644401135","234.477350367","119.702392853","0.008984979","0.000097865","802"
"217","fanta-small","0.0","-1.00379631616","1.57079632679","-0.788796312469","1.57079632679","-0.182796303244","1.57079632679","SIDE","0.744817303434","0.137530440136","0.652941469461","-5.5897417033e-17","-133.804666235","177.910991373","-11.5789383816","0.000598872","0.000006074","803"
